Date,Time (UTC),Active Power L1 (W),Reactive Power L1 (Var),Active Power L3 (W)
6/2/2022,00:15:20:539,235.5315552,-107.15802,-0.089555725
6/2/2022,00:15:20:590,230.3821106,-117.9680252,0.089555725
6/2/2022,00:15:20:640,221.1578674,-143.6336517,0.134333581
6/2/2022,00:15:20:690,207.9483948,-135.4024963,-0.089555725
6/2/2022,00:15:20:740,197.6942596,-130.2687988,-0.179111451
6/2/2022,00:15:20:790,190.6641388,-123.810524,-0.134333581
6/2/2022,00:15:20:840,186.320694,-122.7292938,-0.179111451
6/2/2022,00:15:20:890,184.0817871,-122.1305084,0.044777863
6/2/2022,00:15:20:940,182.8727875,-114.1771698,-0.044777863
6/2/2022,00:15:20:990,183.4996796,-116.2928619,-0.044777863
6/2/2022,00:15:21:040,184.7086792,-112.9988022,0
6/2/2022,00:15:21:090,185.9624634,-108.840271,0.089555725
6/2/2022,00:15:21:140,194.11203,-86.99544525,0.044777863
6/2/2022,00:15:21:190,209.3365021,-90.25450897,0.179111451
6/2/2022,00:15:21:240,221.2474213,-100.574028,0.134333581
6/2/2022,00:15:21:290,228.5014343,-103.1395035,-0.044777863
6/2/2022,00:15:21:340,231.9045563,-103.9220886,0
6/2/2022,00:15:21:390,231.8150024,-160.934494,-0.134333581
6/2/2022,00:15:21:440,219.0980835,-125.8310394,-0.179111451
6/2/2022,00:15:21:490,219.5010834,-129.3689575,-0.268667161
6/2/2022,00:15:21:540,224.2475433,-103.2030945,-0.134333581
6/2/2022,00:15:21:590,229.5313263,-138.566391,-0.044777863
6/2/2022,00:15:21:640,223.083313,-122.3480606,-0.134333581
6/2/2022,00:15:21:690,217.1278534,-103.1657944,-0.134333581
6/2/2022,00:15:21:740,222.1429749,-98.2254715,-0.134333581
6/2/2022,00:15:36:803,323.6543884,-95.819664,0.223889321
6/2/2022,00:15:36:854,326.4306335,-107.965065,0.134333581
6/2/2022,00:15:36:904,326.8336182,-109.5294189,0.089555725
6/2/2022,00:15:36:954,328.26651,-98.2877655,-0.089555725
6/2/2022,00:15:37:004,334.4906311,-100.3488846,-0.223889321
6/2/2022,00:15:37:054,340.4013062,-103.8114014,-0.268667161
6/2/2022,00:15:37:104,344.9238892,-105.171196,-0.358222902
6/2/2022,00:15:37:154,347.744873,-105.4474411,-0.358222902
6/2/2022,00:15:37:204,349.3121033,-103.6490479,-0.313445032
6/2/2022,00:15:37:254,349.1777649,-111.64888,-0.313445032
6/2/2022,00:15:37:304,347.6553345,-105.0495071,-0.358222902
6/2/2022,00:15:37:354,340.6252136,-120.223938,-0.358222902
6/2/2022,00:15:37:404,329.8337402,-133.2851868,-0.134333581
6/2/2022,00:15:37:454,313.8928223,-129.0894318,-0.044777863
6/2/2022,00:15:37:504,297.2802429,-140.7097931,-0.089555725
6/2/2022,00:15:37:554,282.9513245,-118.4162598,-0.089555725
6/2/2022,00:15:37:604,276.5032959,-114.2345886,0.089555725
6/2/2022,00:15:37:654,273.1897278,-111.4145813,0.179111451
6/2/2022,00:15:37:704,274.3539734,-105.9011688,0.313445032
6/2/2022,00:15:37:754,277.3988647,-110.6367645,0.358222902
6/2/2022,00:15:37:804,275.4734192,-127.0184555,0.134333581
6/2/2022,00:15:37:854,271.8016357,-111.0197525,0.044777863
6/2/2022,00:15:37:905,266.8312988,-145.4981537,0
6/2/2022,00:15:37:955,266.6969604,-91.47962952,0.179111451
6/2/2022,00:15:38:005,275.0704041,-99.92710876,0.268667161
6/2/2022,00:15:38:055,275.2047424,-103.0846939,0.179111451
6/2/2022,00:15:38:105,272.6076355,-97.12998199,0.044777863
6/2/2022,00:15:38:155,271.2195129,-109.3684464,-0.044777863
6/2/2022,00:15:38:205,264.5476074,-118.8889236,0
6/2/2022,00:15:38:255,258.5473938,-102.7924728,-0.134333581
6/2/2022,00:15:38:305,251.4277039,-99.68345642,-0.134333581
6/2/2022,00:15:38:355,249.2783661,-103.9477463,-0.044777863
6/2/2022,00:15:38:406,249.4126892,-97.98554993,-0.044777863
6/2/2022,00:15:38:456,252.4128113,-99.0295639,-0.089555725
6/2/2022,00:15:38:506,254.7412567,-98.46221161,-0.223889321
6/2/2022,00:15:38:556,254.8755951,-104.2377777,-0.313445032
6/2/2022,00:15:38:606,251.9202576,-103.1159134,-0.403000772
6/2/2022,00:15:38:656,249.8156891,-102.7849808,-0.582112193
6/2/2022,00:15:38:706,238.6660156,-118.9194183,-0.179111451
6/2/2022,00:15:38:756,222.9489746,-118.4935913,0.179111451
6/2/2022,00:15:38:806,221.6056366,-94.94676208,0.223889321
6/2/2022,00:15:38:856,225.5013123,-91.27404022,0.268667161
6/2/2022,00:15:38:906,226.307312,-100.5440598,0.134333581
6/2/2022,00:15:38:956,230.2029877,-93.16899109,-0.179111451
6/2/2022,00:15:39:006,245.4274597,-74.97480011,-0.268667161
6/2/2022,00:15:39:056,262.2191772,-86.01139069,-0.089555725
6/2/2022,00:15:39:106,275.1151733,-103.3119965,0.044777863
6/2/2022,00:15:39:156,269.473175,-111.0244064,0.044777863
6/2/2022,00:15:39:206,264.1893921,-108.4838715,0.089555725
6/2/2022,00:15:39:256,263.6072693,-96.0302124,0.044777863
6/2/2022,00:15:39:306,263.3833923,-97.3667984,0
6/2/2022,00:15:39:356,258.3682556,-106.8789978,-0.089555725
6/2/2022,00:15:39:406,242.8303528,-120.8252716,-0.179111451
6/2/2022,00:15:39:456,226.9342041,-141.1282654,-0.044777863
6/2/2022,00:15:39:506,210.5902863,-128.4417419,0.223889321
6/2/2022,00:15:39:556,198.5450439,-116.4492569,0.358222902
6/2/2022,00:15:39:606,199.0375977,-93.13855743,0.223889321
6/2/2022,00:15:39:656,198.2315979,-113.2151031,0.179111451
6/2/2022,00:15:39:706,192.7239227,-108.2856903,-0.223889321
6/2/2022,00:15:39:756,187.1266937,-103.7929916,-0.358222902
6/2/2022,00:15:39:806,185.8729095,-100.2385788,-0.492556483
6/2/2022,00:15:44:346,286.6231079,-94.47045135,0.044777863
6/2/2022,00:15:44:396,294.5935669,-113.3207932,-0.179111451
6/2/2022,00:15:44:447,293.384552,-108.4925537,-0.403000772
6/2/2022,00:15:44:497,289.1754456,-115.9126587,-0.403000772
6/2/2022,00:15:44:547,280.9363098,-118.6774063,-0.492556483
6/2/2022,00:15:44:597,268.4432983,-111.5182037,-0.447778642
6/2/2022,00:15:44:647,267.5029602,-102.7328033,-0.447778642
6/2/2022,00:15:44:697,269.5627441,-110.6814499,-0.537334323
6/2/2022,00:15:44:747,270.8165283,-107.7189255,-0.537334323
6/2/2022,00:15:44:797,270.5030823,-108.0188904,-0.582112193
6/2/2022,00:15:44:847,270.2791748,-114.4756241,-0.403000772
6/2/2022,00:15:44:897,257.3831482,-143.3372955,-0.223889321
6/2/2022,00:15:44:947,240.7705688,-105.999588,-0.223889321
6/2/2022,00:15:44:997,227.1580963,-138.7481842,-0.358222902
6/2/2022,00:15:45:047,215.4710693,-127.1476746,-0.358222902
6/2/2022,00:15:45:097,209.0678406,-119.1026993,-0.268667161
6/2/2022,00:15:45:147,205.3960571,-117.606163,0.089555725
6/2/2022,00:15:45:197,204.9035034,-108.6646805,0.134333581
6/2/2022,00:15:45:248,205.3512726,-123.0067444,0.134333581
6/2/2022,00:15:45:298,204.5005035,-111.9633484,-0.179111451
6/2/2022,00:15:45:348,204.5900574,-114.9318924,-0.447778642
6/2/2022,00:15:45:398,205.3512726,-111.4962463,-0.626890063
6/2/2022,00:15:45:448,206.3363953,-107.7100525,-0.671667933
6/2/2022,00:15:45:498,211.2171783,-84.51872253,-0.492556483
6/2/2022,00:15:45:548,228.1879883,-90.99459839,-0.537334323
6/2/2022,00:15:45:598,237.5913391,-109.8179016,-0.447778642
6/2/2022,00:15:45:648,235.8897858,-119.7310486,-0.313445032
6/2/2022,00:15:45:698,241.4422302,-100.1858444,-0.223889321
6/2/2022,00:15:45:748,250.0843658,-99.46390533,-0.044777863
6/2/2022,00:15:45:798,256.3532715,-107.4596176,0.089555725
6/2/2022,00:15:45:848,258.7712708,-104.4695969,0.134333581
6/2/2022,00:15:45:898,261.3236084,-102.6881714,0.089555725
6/2/2022,00:15:45:948,263.9207153,-104.3432922,0.223889321
6/2/2022,00:15:45:998,262.6669312,-133.9603577,0.134333581
6/2/2022,00:15:46:048,256.5771484,-97.65048218,0
6/2/2022,00:15:46:099,259.8011475,-103.3954926,-0.134333581
6/2/2022,00:15:46:149,264.099823,-104.0438538,-0.089555725
6/2/2022,00:15:46:199,264.8610535,-112.4346619,0.134333581
6/2/2022,00:15:46:249,265.1744995,-111.7538834,0.089555725
6/2/2022,00:15:46:299,265.398407,-110.3357925,0.044777863
6/2/2022,00:15:46:349,264.9058228,-105.2406387,0
6/2/2022,00:15:46:399,262.4430542,-150.450943,-0.044777863
6/2/2022,00:15:46:449,256.6219177,-104.6913757,-0.179111451
6/2/2022,00:15:46:499,261.18927,-105.060173,-0.223889321
6/2/2022,00:15:46:549,261.3236084,-137.8757324,-0.179111451
6/2/2022,00:15:46:599,258.3682556,-109.8848801,-0.179111451
6/2/2022,00:15:46:649,260.2937012,-99.69846344,-0.268667161
6/2/2022,00:15:46:699,263.9207153,-111.3185043,-0.179111451
6/2/2022,00:15:46:749,263.2938232,-123.0678635,-0.179111451
6/2/2022,00:15:46:799,249.6365814,-133.7519226,-0.313445032
6/2/2022,00:15:46:849,245.5170288,-105.7550888,-0.268667161
6/2/2022,00:15:46:899,250.532135,-115.5876007,-0.268667161
6/2/2022,00:15:46:949,246.4125824,-118.7639008,-0.313445032
6/2/2022,00:15:46:999,248.651474,-100.3829498,-0.313445032
6/2/2022,00:15:47:049,248.96492,-140.9278564,-0.044777863
6/2/2022,00:15:47:099,242.3377991,-96.1674118,-0.044777863
6/2/2022,00:15:47:149,244.9796906,-103.2018127,0.044777863
6/2/2022,00:15:47:199,241.1735687,-98.70420837,0.179111451
6/2/2022,00:15:47:249,245.9200287,-101.792717,-0.044777863
6/2/2022,00:15:47:299,253.0397034,-95.92202759,-0.358222902
6/2/2022,00:15:47:349,260.2937012,-100.345871,-0.403000772
6/2/2022,00:16:47:350,303.504364,-103.0465088,-0.044777863
6/2/2022,00:17:47:351,243.7706909,-136.2092896,-0.268667161
6/2/2022,00:18:47:351,312.2360229,-104.5582809,-0.089555725
6/2/2022,00:19:35:318,212.1127319,-119.0230331,-0.179111451
6/2/2022,00:19:35:368,210.5007324,-119.5695343,-0.044777863
6/2/2022,00:19:35:418,209.9633942,-115.76371,-0.089555725
6/2/2022,00:19:35:468,209.515625,-115.3248749,-0.134333581
6/2/2022,00:19:35:518,210.052948,-115.5370026,-0.358222902
6/2/2022,00:19:35:568,209.515625,-118.7748413,-0.358222902
6/2/2022,00:19:35:618,210.6350708,-98.79409027,-0.403000772
6/2/2022,00:19:35:668,211.6649628,-108.3383026,-0.447778642
6/2/2022,00:19:35:718,216.5009613,-96.87134552,-0.358222902
6/2/2022,00:19:35:768,220.8444214,-113.745163,-0.223889321
6/2/2022,00:19:35:818,221.4265289,-113.9163284,-0.223889321
6/2/2022,00:19:35:868,220.4861908,-126.8392715,0
6/2/2022,00:19:35:918,217.79953,-120.661026,0.179111451
6/2/2022,00:19:35:968,216.6352997,-118.5799789,0
6/2/2022,00:19:36:018,213.769516,-112.7724533,-0.044777863
6/2/2022,00:19:36:068,210.366394,-122.8247986,-0.179111451
6/2/2022,00:19:36:118,207.8140564,-110.4538574,-0.089555725
6/2/2022,00:19:36:168,206.4707184,-115.6969833,-0.044777863
6/2/2022,00:19:36:218,206.4707184,-110.0715408,0.044777863
6/2/2022,00:19:36:268,213.8590698,-89.03638458,0.134333581
6/2/2022,00:19:36:318,224.2475433,-122.1234207,0.313445032
6/2/2022,00:19:36:368,225.27742,-108.2631454,0.268667161
6/2/2022,00:19:36:418,230.2477722,-89.39568329,0.089555725
6/2/2022,00:19:36:468,244.8901367,-96.92976379,0.179111451
6/2/2022,00:19:36:518,258.4578247,-102.4149551,0.223889321
6/2/2022,00:19:36:569,266.3835144,-101.435936,0.044777863
6/2/2022,00:19:36:618,272.070282,-106.9125061,-0.223889321
6/2/2022,00:19:36:668,276.1450806,-106.6537476,-0.313445032
6/2/2022,00:19:36:718,278.8765259,-107.147438,-0.179111451
6/2/2022,00:19:36:768,282.727417,-111.5967178,-0.179111451
6/2/2022,00:19:36:818,285.6380005,-104.2585144,-0.134333581
6/2/2022,00:19:36:868,287.7425537,-113.1475372,0
6/2/2022,00:19:36:918,287.2947693,-109.3734283,0.223889321
6/2/2022,00:19:36:968,287.473877,-110.6751556,0.044777863
6/2/2022,00:19:37:018,287.9216614,-109.0072403,-0.089555725
6/2/2022,00:19:37:068,284.9215393,-111.6893616,0.044777863
6/2/2022,00:19:37:119,278.8765259,-117.5368729,-0.044777863
6/2/2022,00:19:37:169,276.8167419,-113.87043,0.089555725
6/2/2022,00:19:37:219,278.2944031,-117.4676743,0.179111451
6/2/2022,00:19:37:269,274.7121887,-107.124733,0.313445032
6/2/2022,00:19:37:319,276.6376343,-104.0426941,0.134333581
6/2/2022,00:19:37:369,280.3094177,-109.1474152,0.044777863
6/2/2022,00:19:37:419,280.0855408,-110.2700882,0.089555725
6/2/2022,00:19:37:469,280.7572021,-106.6604996,0
6/2/2022,00:19:37:519,279.3243103,-138.2783203,-0.044777863
6/2/2022,00:19:37:569,276.1003113,-96.14044952,0
6/2/2022,00:19:37:619,281.4288635,-100.3126984,0.089555725
6/2/2022,00:19:37:669,286.0857544,-104.1075592,0.179111451
6/2/2022,00:19:37:719,291.6382141,-103.6186142,0.268667161
6/2/2022,00:19:37:769,296.3399048,-109.8611984,0.313445032
6/2/2022,00:19:37:819,299.2056885,-110.4673996,0.179111451
6/2/2022,00:19:37:869,299.3400269,-113.5937347,0.044777863
6/2/2022,00:19:37:919,298.1757813,-115.7418442,-0.044777863
6/2/2022,00:19:37:969,293.384552,-118.6093597,-0.268667161
6/2/2022,00:19:38:019,286.3992004,-122.3061981,-0.223889321
6/2/2022,00:19:38:069,283.6229858,-116.3653412,-0.223889321
6/2/2022,00:19:38:119,281.7870789,-114.8618317,-0.268667161
6/2/2022,00:19:38:169,280.6228638,-115.9209976,-0.358222902
6/2/2022,00:19:38:219,280.8467407,-99.90586853,-0.537334323
6/2/2022,00:19:38:269,286.9813232,-111.3072891,-0.537334323
6/2/2022,00:19:38:319,290.473999,-107.012619,-0.447778642
6/2/2022,00:20:34:975,190.1268005,-117.0865097,-0.268667161
6/2/2022,00:20:35:026,189.544693,-115.5646286,-0.134333581
6/2/2022,00:20:35:076,190.2611389,-116.1837158,-0.044777863
6/2/2022,00:20:35:126,191.9626923,-109.0986481,-0.179111451
6/2/2022,00:20:35:176,191.7388153,-115.9247818,-0.044777863
6/2/2022,00:20:35:226,191.4253693,-116.6520309,0.089555725
6/2/2022,00:20:35:276,190.6193542,-112.9703979,0.313445032
6/2/2022,00:20:35:326,191.1119232,-115.081543,0.447778642
6/2/2022,00:20:35:376,190.4850311,-117.5896378,0.313445032
6/2/2022,00:20:35:426,189.5894775,-117.3482361,0.358222902
6/2/2022,00:20:35:476,189.0969086,-117.7601471,0.358222902
6/2/2022,00:20:35:526,189.1416931,-113.3790207,0.313445032
6/2/2022,00:20:35:576,190.4402466,-118.5990448,0.179111451
6/2/2022,00:20:35:626,191.2014771,-121.7111206,0.223889321
6/2/2022,00:20:35:676,190.8432465,-112.7401276,0.044777863
6/2/2022,00:20:35:726,192.0522461,-106.692543,-0.044777863
6/2/2022,00:20:35:776,192.0522461,-110.0718384,0
6/2/2022,00:20:35:826,191.8283691,-112.8521729,-0.044777863
6/2/2022,00:20:35:876,191.0671387,-114.8372955,-0.089555725
6/2/2022,00:20:35:926,190.2611389,-111.0059891,-0.044777863
6/2/2022,00:20:35:976,190.0372467,-113.0690918,-0.089555725
6/2/2022,00:20:36:026,190.2611389,-113.4829712,0.089555725
6/2/2022,00:20:36:076,191.7835846,-116.5265045,0
6/2/2022,00:20:36:126,192.6791382,-118.5169296,0
6/2/2022,00:20:36:176,192.0074768,-117.2466278,-0.044777863
6/2/2022,00:20:36:226,192.0970306,-114.8496094,-0.089555725
6/2/2022,00:20:36:276,191.6492462,-110.99897,0.044777863
6/2/2022,00:20:36:326,191.917923,-107.586731,0.089555725
6/2/2022,00:20:36:376,191.4253693,-113.0204544,-0.089555725
6/2/2022,00:20:36:426,191.2462463,-115.7757721,-0.179111451
6/2/2022,00:20:36:476,190.7536926,-117.2120819,0.044777863
6/2/2022,00:20:36:526,190.574585,-115.4403458,-0.044777863
6/2/2022,00:20:36:576,191.6492462,-114.8703232,-0.223889321
6/2/2022,00:20:36:626,192.3209229,-114.6734467,-0.313445032
6/2/2022,00:20:36:676,192.5000305,-110.6261063,-0.313445032
6/2/2022,00:20:36:726,193.574707,-114.7280273,-0.358222902
6/2/2022,00:20:36:776,194.7837067,-108.1380997,-0.268667161
6/2/2022,00:20:36:826,197.1569366,-112.2642746,-0.223889321
6/2/2022,00:20:36:876,197.3360443,-116.0384827,-0.268667161
6/2/2022,00:20:36:926,197.2912598,-113.0960236,-0.179111451
6/2/2022,00:20:36:976,197.1569366,-111.9369888,-0.044777863
6/2/2022,00:20:37:026,197.2017059,-112.4161758,-0.044777863
6/2/2022,00:20:37:077,199.7988281,-104.5852737,0.044777863
6/2/2022,00:20:37:127,205.2617188,-121.61483,0.134333581
6/2/2022,00:20:37:177,204.4109497,-115.0982056,0.089555725
6/2/2022,00:20:37:227,202.8437195,-112.185173,0.089555725
6/2/2022,00:20:37:277,203.7840576,-127.3131104,0.313445032
6/2/2022,00:20:37:327,204.9035034,-117.0087357,0.268667161
6/2/2022,00:20:37:377,202.9332733,-115.5611115,0.134333581
6/2/2022,00:20:37:428,199.5749359,-123.4471512,0.134333581
6/2/2022,00:20:37:477,197.1121521,-124.9212036,0.134333581
6/2/2022,00:20:37:527,195.4105988,-119.470932,0.044777863
6/2/2022,00:20:37:577,195.3210297,-115.7224579,0.089555725
6/2/2022,00:20:37:627,194.3807068,-117.4219971,0.268667161
6/2/2022,00:20:37:677,193.2164764,-113.6465302,0.358222902
6/2/2022,00:20:37:727,193.6194763,-113.5482254,0.134333581
6/2/2022,00:20:37:777,192.9925842,-102.9006119,0.134333581
6/2/2022,00:20:37:827,193.7538147,-109.8662109,0.134333581
6/2/2022,00:20:37:877,192.6791382,-116.0391693,0.268667161
6/2/2022,00:20:37:927,191.6940308,-118.0529099,0.313445032
6/2/2022,00:20:37:977,190.888031,-113.683876,0.268667161
6/2/2022,00:20:45:273,291.4143372,-102.3898544,-0.268667161
6/2/2022,00:20:45:323,296.2055664,-111.1835098,-0.179111451
6/2/2022,00:20:45:373,295.9368896,-119.6500244,-0.089555725
6/2/2022,00:20:45:423,290.2500916,-115.8768005,-0.089555725
6/2/2022,00:20:45:473,276.1898499,-161.73349,-0.044777863
6/2/2022,00:20:45:523,255.0547028,-148.8592834,-0.134333581
6/2/2022,00:20:45:573,236.7405548,-137.585556,-0.268667161
6/2/2022,00:20:45:623,239.7406769,-98.43216705,-0.179111451
6/2/2022,00:20:45:673,254.7860413,-94.43657684,-0.044777863
6/2/2022,00:20:45:723,267.9507446,-106.5664902,0.044777863
6/2/2022,00:20:45:773,280.040741,-102.4818039,-0.179111451
6/2/2022,00:20:45:823,288.8171997,-108.0715866,-0.313445032
6/2/2022,00:20:45:873,288.324646,-133.7746735,-0.313445032
6/2/2022,00:20:45:923,283.5782166,-108.6109619,-0.358222902
6/2/2022,00:20:45:973,282.3692017,-117.2199402,-0.403000772
6/2/2022,00:20:46:024,278.6526489,-107.5316315,-0.403000772
6/2/2022,00:20:46:073,277.0854187,-143.0718079,-0.358222902
6/2/2022,00:20:46:124,273.7718506,-124.601738,-0.582112193
6/2/2022,00:20:46:174,263.6072693,-108.7502823,-0.716445804
6/2/2022,00:20:46:224,254.1143646,-111.2333374,-0.582112193
6/2/2022,00:20:46:274,254.3830414,-110.4005585,-0.268667161
6/2/2022,00:20:46:325,263.8311768,-100.8526535,-0.358222902
6/2/2022,00:20:46:374,276.7719727,-100.4422379,-0.268667161
6/2/2022,00:20:46:424,282.190094,-100.5236816,-0.268667161
6/2/2022,00:20:46:474,283.3095398,-104.5088043,-0.179111451
6/2/2022,00:20:46:524,281.339325,-114.3855133,-0.044777863
6/2/2022,00:20:46:574,286.0857544,-103.8855591,-0.089555725
6/2/2022,00:20:46:624,283.2647705,-139.324173,-0.223889321
6/2/2022,00:20:46:674,267.0999451,-152.7996521,-0.134333581
6/2/2022,00:20:46:724,257.6070557,-120.8979721,-0.089555725
6/2/2022,00:20:46:774,253.8904877,-120.4299545,-0.134333581
6/2/2022,00:20:46:824,256.5771484,-107.5792389,-0.179111451
6/2/2022,00:20:46:874,259.3533936,-114.848053,-0.268667161
6/2/2022,00:20:46:924,259.3085938,-111.5826035,-0.313445032
6/2/2022,00:20:46:974,258.7712708,-99.4102478,-0.179111451
6/2/2022,00:20:47:024,268.622406,-93.8754425,-0.223889321
6/2/2022,00:20:47:075,274.4883118,-105.4427338,-0.223889321
6/2/2022,00:20:47:125,273.5031738,-113.1980362,-0.447778642
6/2/2022,00:20:47:175,267.0551758,-138.7511139,-0.492556483
6/2/2022,00:20:47:225,252.8158112,-158.2222137,-0.403000772
6/2/2022,00:20:47:275,235.3972168,-139.22229,-0.313445032
6/2/2022,00:20:47:325,223.3072052,-135.9663391,-0.313445032
6/2/2022,00:20:47:375,212.4709625,-135.3240204,-0.447778642
6/2/2022,00:20:47:425,203.7392731,-125.5630264,-0.403000772
6/2/2022,00:20:47:475,201.3212738,-114.3838959,-0.268667161
6/2/2022,00:20:47:525,200.515274,-110.1376953,-0.089555725
6/2/2022,00:20:47:575,204.1870575,-96.35608673,0.044777863
6/2/2022,00:20:47:625,207.5006104,-112.1001816,0.223889321
6/2/2022,00:20:47:675,206.4707184,-113.6205826,0.134333581
6/2/2022,00:20:47:725,212.739624,-104.9324341,0.179111451
6/2/2022,00:20:47:775,213.9038544,-120.3869934,0.044777863
6/2/2022,00:20:47:826,214.3516235,-105.6461563,0.044777863
6/2/2022,00:20:47:875,212.8739624,-118.1479187,-0.134333581
6/2/2022,00:20:47:925,217.1726379,-91.84888458,-0.223889321
6/2/2022,00:20:47:975,234.3225555,-93.71443176,-0.134333581
6/2/2022,00:20:48:025,245.2931366,-121.5449982,-0.044777863
6/2/2022,00:20:48:075,245.7856903,-133.1479797,0
6/2/2022,00:20:48:125,239.6958923,-140.7428284,0.134333581
6/2/2022,00:20:48:175,227.9193268,-129.6496735,0.223889321
6/2/2022,00:20:48:225,216.8591919,-126.8446732,0.268667161
6/2/2022,00:20:48:275,213.3217316,-99.50053406,0.223889321
6/2/2022,00:21:10:608,314.1166992,-101.4210205,0.179111451
6/2/2022,00:21:10:658,321.818512,-108.8336945,0.134333581
6/2/2022,00:21:10:708,321.9080505,-117.9469223,-0.044777863
6/2/2022,00:21:10:758,316.6690369,-120.7308807,-0.089555725
6/2/2022,00:21:10:808,308.8329163,-114.4928131,-0.268667161
6/2/2022,00:21:10:858,295.5786743,-120.9490204,-0.268667161
6/2/2022,00:21:10:908,286.936554,-154.7920532,-0.223889321
6/2/2022,00:21:10:958,274.7121887,-119.5716324,0.044777863
6/2/2022,00:21:11:008,263.786377,-122.0349884,0.134333581
6/2/2022,00:21:11:058,249.681366,-127.0884628,0.134333581
6/2/2022,00:21:11:108,247.6663513,-110.6428757,0.179111451
6/2/2022,00:21:11:158,246.9946899,-118.3962936,0.313445032
6/2/2022,00:21:11:208,241.5317841,-116.5548782,0.179111451
6/2/2022,00:21:11:258,236.2480011,-122.7519302,0.044777863
6/2/2022,00:21:11:308,227.7849884,-127.4292755,0
6/2/2022,00:21:11:358,216.0531921,-134.9790344,0
6/2/2022,00:21:11:409,205.799057,-120.0696793,-0.179111451
6/2/2022,00:21:11:459,208.6200562,-93.07450867,0.044777863
6/2/2022,00:21:11:509,215.5158539,-124.8198242,-0.044777863
6/2/2022,00:21:11:559,217.5308533,-109.2591476,-0.268667161
6/2/2022,00:21:11:609,221.6504211,-104.7332535,-0.223889321
6/2/2022,00:21:11:659,226.8894348,-93.48749542,-0.089555725
6/2/2022,00:21:11:710,226.8446503,-100.8897171,0.223889321
6/2/2022,00:21:11:761,234.4121094,-102.5117874,0
6/2/2022,00:21:11:812,242.6512451,-108.1309433,-0.268667161
6/2/2022,00:21:11:863,237.0987854,-128.5448914,-0.223889321
6/2/2022,00:21:11:914,222.5907593,-131.0269623,-0.134333581
6/2/2022,00:21:11:967,216.0979614,-143.0044708,-0.044777863
6/2/2022,00:21:12:018,208.485733,-118.4654007,-0.089555725
6/2/2022,00:21:12:068,204.0527191,-123.1459961,-0.134333581
6/2/2022,00:21:12:119,199.6644897,-125.8808746,-0.223889321
6/2/2022,00:21:12:170,196.9330444,-115.5335236,-0.044777863
6/2/2022,00:21:12:221,195.8583679,-120.9076691,-0.044777863
6/2/2022,00:21:12:272,195.1867065,-114.9506836,-0.179111451
6/2/2022,00:21:12:323,194.4254761,-114.6264954,-0.313445032
6/2/2022,00:21:12:374,193.6642609,-116.7451172,-0.313445032
6/2/2022,00:21:12:427,193.4403687,-114.6951141,0
6/2/2022,00:21:12:478,193.5299225,-114.499855,0.179111451
6/2/2022,00:21:12:528,193.6642609,-110.1631393,0.223889321
6/2/2022,00:21:12:579,194.4254761,-115.0412827,0.223889321
6/2/2022,00:21:12:630,197.4255981,-119.481514,0.179111451
6/2/2022,00:21:12:681,198.9032593,-115.0182648,0.044777863
6/2/2022,00:21:12:732,199.0375977,-101.8754654,-0.089555725
6/2/2022,00:21:12:783,200.6048279,-106.6054916,-0.358222902
6/2/2022,00:21:12:834,200.8734894,-112.5559464,-0.134333581
6/2/2022,00:21:12:888,199.6644897,-115.5872955,-0.044777863
6/2/2022,00:21:12:938,200.3361511,-108.2419739,0
6/2/2022,00:21:12:988,201.4108276,-117.000946,-0.044777863
6/2/2022,00:21:13:038,200.6495972,-126.1559219,0
6/2/2022,00:21:13:088,200.4704895,-101.2004395,-0.044777863
6/2/2022,00:21:13:139,202.4407196,-105.3573761,0
6/2/2022,00:21:13:190,201.8138275,-115.6439209,0.044777863
6/2/2022,00:21:13:241,200.4257202,-112.1785202,0
6/2/2022,00:21:13:292,200.0674896,-120.5241776,0.134333581
6/2/2022,00:21:13:343,199.1271515,-117.5372238,-0.044777863
6/2/2022,00:21:13:394,199.0375977,-108.5534363,-0.179111451
6/2/2022,00:21:13:447,200.6943817,-110.92939,-0.179111451
6/2/2022,00:21:13:498,201.2764893,-118.7944489,-0.134333581
6/2/2022,00:21:13:548,200.4257202,-111.904213,-0.179111451
6/2/2022,00:21:13:598,199.2614899,-112.4138489,0
6/2/2022,00:21:13:648,201.3660431,-105.3128204,-0.044777863
6/2/2022,00:22:13:650,195.6344757,-109.108139,0.089555725
6/2/2022,00:23:13:651,179.6935577,-129.8253784,0.044777863
6/2/2022,00:23:45:392,281.2049866,-104.6394653,-0.223889321
6/2/2022,00:23:45:443,292.4890137,-100.1934738,0.044777863
6/2/2022,00:23:45:493,306.414917,-100.3944702,0.044777863
6/2/2022,00:23:45:543,318.3706055,-93.10877991,-0.179111451
6/2/2022,00:23:45:593,325.6246033,-108.8316574,-0.179111451
6/2/2022,00:23:45:643,325.7141724,-109.9339218,-0.313445032
6/2/2022,00:23:45:693,324.6842957,-113.8768234,-0.403000772
6/2/2022,00:23:45:743,311.5195923,-130.0171051,-0.403000772
6/2/2022,00:23:45:794,295.3995667,-118.0962219,-0.223889321
6/2/2022,00:23:45:845,290.697876,-111.8630371,-0.223889321
6/2/2022,00:23:45:895,287.8320923,-119.4098663,-0.223889321
6/2/2022,00:23:45:946,286.3544312,-115.9562073,-0.313445032
