Date,Time (UTC),Active Power L1 (W)
6/3/2022,09:40:43:924,152.3544769
6/3/2022,09:41:43:924,152.3345795
6/3/2022,09:42:43:924,153.5758667
6/3/2022,09:43:43:924,153.2723846
6/3/2022,09:44:43:924,154.0671692
6/3/2022,09:45:43:924,154.3781128
6/3/2022,09:46:43:924,151.5099487
6/3/2022,09:47:43:924,148.2624359
6/3/2022,09:48:43:924,145.646759
6/3/2022,09:49:43:924,147.0447693
6/3/2022,09:50:43:924,146.0671692
6/3/2022,09:51:43:924,146.9713898
6/3/2022,09:52:43:924,145.6306
6/3/2022,09:53:43:924,141.3047333
6/3/2022,09:54:43:924,139.9054718
6/3/2022,09:55:43:924,138.342041
6/3/2022,09:56:43:924,136.896759
6/3/2022,09:57:43:924,136.0335846
6/3/2022,09:58:43:924,135.4925385
6/3/2022,09:59:43:924,134.4801025
6/3/2022,10:00:43:924,133.7736359
6/3/2022,10:01:43:924,133.3892975
6/3/2022,10:02:43:924,132.8706512
6/3/2022,10:03:43:924,132.3395538
6/3/2022,10:04:43:924,132.3644257
6/3/2022,10:05:43:924,132.6890564
6/3/2022,10:06:43:924,132.2126923
6/3/2022,10:07:43:924,131.8333282
6/3/2022,10:08:43:924,131.6069641
6/3/2022,10:09:43:924,130.6616974
6/3/2022,10:10:43:924,130.2985077
6/3/2022,10:11:43:924,129.6156769
6/3/2022,10:12:43:924,129.8320923
6/3/2022,10:13:43:924,129.1306
6/3/2022,10:14:43:924,128.472641
6/3/2022,10:15:43:924,128.2450256
6/3/2022,10:16:43:924,128.5584564
6/3/2022,10:17:43:924,128.0286102
6/3/2022,10:18:43:924,127.7101974
6/3/2022,10:19:43:924,127.1355743
6/3/2022,10:20:43:924,126.8967667
6/3/2022,10:21:43:924,126.7997513
6/3/2022,10:22:43:924,127.0796051
6/3/2022,10:23:00:014,24.93283653
6/3/2022,10:23:00:064,16.43159294
6/3/2022,10:23:00:114,14.86194038
6/3/2022,10:23:00:164,14.6878109
6/3/2022,10:23:00:214,14.60198975
6/3/2022,10:23:00:264,14.62810898
6/3/2022,10:23:00:314,14.41169167
6/3/2022,10:23:00:364,14.46144295
6/3/2022,10:23:00:414,14.50621891
6/3/2022,10:23:00:464,14.58830833
6/3/2022,10:23:00:514,14.57213974
6/3/2022,10:23:00:564,14.62935352
6/3/2022,10:23:00:614,14.81840801
6/3/2022,10:23:00:664,14.84825897
6/3/2022,10:23:00:714,14.94029808
6/3/2022,10:23:00:764,14.84204006
6/3/2022,10:23:00:814,14.73134327
6/3/2022,10:23:00:864,14.75995064
6/3/2022,10:23:00:914,14.73383045
6/3/2022,10:23:00:964,14.88805962
6/3/2022,10:23:01:014,14.78482628
6/3/2022,10:23:01:064,14.80845737
6/3/2022,10:23:01:114,14.48880577
6/3/2022,10:23:01:164,14.485075
6/3/2022,10:23:01:214,14.66542244
6/3/2022,10:23:01:264,14.7972641
6/3/2022,10:23:01:314,14.85447788
6/3/2022,10:23:01:364,14.88432789
6/3/2022,10:23:01:414,14.83830833
6/3/2022,10:23:01:464,14.74502468
6/3/2022,10:23:01:514,14.74378109
6/3/2022,10:23:01:564,14.83706474
6/3/2022,10:23:01:614,14.86194038
6/3/2022,10:23:01:664,14.90298462
6/3/2022,10:23:01:714,14.84079647
6/3/2022,10:23:01:765,14.73009968
6/3/2022,10:23:01:814,14.62810898
6/3/2022,10:23:01:864,14.52736282
6/3/2022,10:23:01:914,14.63930321
6/3/2022,10:23:01:964,14.57587051
6/3/2022,10:23:02:014,14.68159199
6/3/2022,10:23:02:064,14.46393013
6/3/2022,10:23:02:115,14.54850769
6/3/2022,10:23:02:164,14.53233814
6/3/2022,10:23:02:215,14.70522404
6/3/2022,10:23:02:264,14.85572147
6/3/2022,10:23:02:314,14.86815929
6/3/2022,10:23:02:364,14.92288589
6/3/2022,10:23:02:414,14.76119423
6/3/2022,10:23:02:464,14.81716442
6/3/2022,10:23:02:514,14.79477596
6/3/2022,10:23:02:564,14.82711411
6/3/2022,10:23:02:614,14.85198975
6/3/2022,10:23:02:664,14.74626827
6/3/2022,10:23:02:714,14.77238846
6/3/2022,10:23:02:764,14.42537308
6/3/2022,10:23:02:814,14.56094551
6/3/2022,10:23:02:864,14.40671635
6/3/2022,10:23:02:914,14.59079647
6/3/2022,10:23:02:964,14.61567211
6/3/2022,10:23:03:014,14.71268654
6/3/2022,10:24:03:014,14.46393013
6/3/2022,10:25:03:014,14.40920353
6/3/2022,10:26:03:014,14.52985096
6/3/2022,10:27:03:014,14.66293526
6/3/2022,10:28:03:014,14.69900513
6/3/2022,10:29:03:014,14.5621891
6/3/2022,10:30:03:014,14.1243782
6/3/2022,10:31:03:014,14.3830843
6/3/2022,10:32:03:014,14.44029808
6/3/2022,10:33:03:014,14.39801025
6/3/2022,10:34:03:014,14.40422916
6/3/2022,10:35:03:014,14.56592083
6/3/2022,10:36:03:014,14.54975128
6/3/2022,10:37:03:014,14.21517372
6/3/2022,10:38:03:014,14.17288589
6/3/2022,10:39:03:014,14.21144295
6/3/2022,10:40:03:014,14.1952734
6/3/2022,10:41:03:014,14.34825897
6/3/2022,10:42:03:014,14.3208952
6/3/2022,10:43:03:014,14.22388077
6/3/2022,10:44:03:014,14.21890545
6/3/2022,10:45:03:014,14.25373173
6/3/2022,10:46:03:014,14.26368141
6/3/2022,10:47:03:014,14.34328365
6/3/2022,10:48:03:014,14.1952734
6/3/2022,10:49:03:014,14.28731346
6/3/2022,10:50:03:014,14.44278622
6/3/2022,10:51:03:014,14.27611923
6/3/2022,10:52:03:014,14.33706474
6/3/2022,10:53:03:014,14.35696507
6/3/2022,10:54:03:014,14.62686539
6/3/2022,10:55:03:014,14.8196516
6/3/2022,10:56:03:014,14.49378109
6/3/2022,10:57:03:014,14.46766186
6/3/2022,10:57:53:181,178.1703949
6/3/2022,10:57:53:231,1032.256226
6/3/2022,10:57:53:281,1444.01001
6/3/2022,10:57:53:331,1502.092041
6/3/2022,10:57:53:381,1407.221436
6/3/2022,10:57:53:431,1130.074585
6/3/2022,10:57:53:481,920.5385742
6/3/2022,10:57:53:531,865.3221436
6/3/2022,10:57:53:581,859.9154053
6/3/2022,10:57:53:631,860.6019897
6/3/2022,10:57:53:681,863.4229126
6/3/2022,10:57:53:731,861.991272
6/3/2022,10:57:53:781,861.4290771
6/3/2022,10:57:53:831,858.0273438
6/3/2022,10:57:53:881,854.7462769
6/3/2022,10:57:53:931,847.407959
6/3/2022,10:57:53:981,836.7064819
6/3/2022,10:57:54:031,818.1542358
6/3/2022,10:57:54:081,792.8756104
6/3/2022,10:57:54:131,755.2102051
6/3/2022,10:57:54:182,698.4701538
6/3/2022,10:57:54:231,599.0795898
6/3/2022,10:57:54:281,442.7437744
6/3/2022,10:57:54:331,308.7674255
6/3/2022,10:57:54:381,238.8756256
6/3/2022,10:57:54:431,207.5348206
6/3/2022,10:57:54:482,190.961441
6/3/2022,10:57:54:531,181.9328308
6/3/2022,10:57:54:581,175.2835846
6/3/2022,10:57:54:631,171.3607025
6/3/2022,10:57:54:681,167.4465179
6/3/2022,10:57:54:731,165.4552307
6/3/2022,10:57:54:781,162.5460205
6/3/2022,10:57:54:831,161.5161743
6/3/2022,10:57:54:881,159.3221436
6/3/2022,10:57:54:931,158.9825897
6/3/2022,10:57:54:981,157.6368103
6/3/2022,10:57:55:031,157.461441
6/3/2022,10:57:55:081,156.4477539
6/3/2022,10:57:55:131,156.1604462
6/3/2022,10:57:55:181,155.5758667
6/3/2022,10:57:55:231,155.6355743
6/3/2022,10:57:55:281,155.1716461
6/3/2022,10:57:55:331,155.4141846
6/3/2022,10:57:55:381,155.4925385
6/3/2022,10:57:55:431,155.3395538
6/3/2022,10:57:55:481,155.3109436
6/3/2022,10:57:55:531,154.9154205
6/3/2022,10:57:55:581,155.3917847
6/3/2022,10:57:55:631,155.0559692
6/3/2022,10:57:55:681,155.3868103
6/3/2022,10:57:55:731,155.1902924
6/3/2022,10:57:55:781,155.2014923
6/3/2022,10:57:55:831,155.0995026
6/3/2022,10:57:55:881,155.0982513
6/3/2022,10:57:55:931,155.3557281
6/3/2022,10:57:55:981,155.6243744
6/3/2022,10:57:56:031,155.4825897
6/3/2022,10:57:56:081,155.4838257
6/3/2022,10:57:56:131,155.4639282
6/3/2022,10:57:56:181,155.6069641
6/3/2022,10:58:56:181,163.9676666
6/3/2022,10:59:56:181,156.3806
6/3/2022,11:00:56:181,154.1268616
6/3/2022,11:01:56:181,153.5024872
6/3/2022,11:02:56:181,153.7711487
6/3/2022,11:03:56:181,154.2276154
6/3/2022,11:04:56:181,154.8594513
6/3/2022,11:05:56:181,155.7400513
6/3/2022,11:06:56:181,152.8557281
6/3/2022,11:07:56:181,150.5509949
6/3/2022,11:08:56:181,149.9564667
6/3/2022,11:09:56:181,149.2276154
6/3/2022,11:10:56:181,149.0547333
6/3/2022,11:11:56:181,147.5858154
6/3/2022,11:12:56:181,144.4950256
6/3/2022,11:13:56:181,142.0671692
6/3/2022,11:14:56:181,139.8818359
6/3/2022,11:15:56:181,137.8495026
6/3/2022,11:16:56:181,137.1803436
6/3/2022,11:17:56:181,136.5820923
6/3/2022,11:18:56:182,136.1542358
6/3/2022,11:19:56:181,134.1194
6/3/2022,11:20:56:181,134.5485077
6/3/2022,11:21:56:181,133.8308411
6/3/2022,11:22:56:181,133.2748718
6/3/2022,11:23:56:181,133.6430359
6/3/2022,11:24:56:181,132.1952667
6/3/2022,11:25:56:181,132.2860718
6/3/2022,11:26:56:181,132.2873077
6/3/2022,11:27:56:181,131.7748718
6/3/2022,11:28:56:182,131.2810974
6/3/2022,11:29:56:181,131.4514923
6/3/2022,11:30:56:181,131.1878052
6/3/2022,11:31:56:181,130.5982513
6/3/2022,11:32:56:181,130.5460205
6/3/2022,11:33:56:182,130.0820923
6/3/2022,11:34:56:181,129.4191589
6/3/2022,11:35:56:181,129.4154205
6/3/2022,11:36:56:181,129.027359
6/3/2022,11:37:56:181,128.7313385
6/3/2022,11:38:56:182,128.2736359
6/3/2022,11:39:56:181,127.7139282
6/3/2022,11:40:56:181,127.7251282
6/3/2022,11:41:56:181,127.4900513
6/3/2022,11:42:56:181,126.8582077
6/3/2022,11:43:56:182,126.9514923
6/3/2022,11:44:56:181,127.4601974
6/3/2022,11:45:56:181,126.2375641
6/3/2022,11:46:56:181,126.7014923
6/3/2022,11:47:56:181,126.3258743
6/3/2022,11:48:56:181,126.1256256
6/3/2022,11:49:56:181,125.9477615
6/3/2022,11:50:56:181,125.6641769
6/3/2022,11:51:49:937,24.86691475
6/3/2022,11:51:49:987,16.44278526
6/3/2022,11:51:50:037,15.03482628
6/3/2022,11:51:50:087,14.73009968
6/3/2022,11:51:50:137,14.6405468
6/3/2022,11:51:50:187,14.60696507
6/3/2022,11:51:50:237,14.60696507
6/3/2022,11:51:50:287,14.85323429
6/3/2022,11:51:50:337,14.73631859
6/3/2022,11:51:50:387,14.78109455
6/3/2022,11:51:50:437,14.71641827
6/3/2022,11:51:50:487,14.68532372
6/3/2022,11:51:50:537,14.51368141
6/3/2022,11:51:50:587,14.31592083
6/3/2022,11:51:50:637,14.35198975
6/3/2022,11:51:50:687,14.21890545
6/3/2022,11:51:50:737,14.52736282
6/3/2022,11:51:50:787,14.6094532
6/3/2022,11:51:50:837,14.985075
6/3/2022,11:51:50:887,14.89801025
6/3/2022,11:51:50:937,14.91044807
6/3/2022,11:51:50:987,14.79477596
6/3/2022,11:51:51:037,14.67164135
6/3/2022,11:51:51:087,14.58830833
6/3/2022,11:51:51:137,14.25497532
6/3/2022,11:51:51:187,14.25995064
6/3/2022,11:51:51:237,14.1803484
6/3/2022,11:51:51:287,14.5547266
6/3/2022,11:51:51:337,14.68283558
6/3/2022,11:51:51:387,14.7027359
6/3/2022,11:51:51:437,14.61318398
6/3/2022,11:51:51:487,14.54975128
6/3/2022,11:51:51:537,14.57587051
6/3/2022,11:51:51:587,14.28233814
6/3/2022,11:51:51:637,14.56467628
6/3/2022,11:51:51:687,14.77736282
6/3/2022,11:51:51:737,14.98383045
6/3/2022,11:51:51:787,14.92164135
6/3/2022,11:51:51:837,14.85696507
6/3/2022,11:51:51:887,14.61815929
6/3/2022,11:51:51:937,14.43532372
6/3/2022,11:51:51:987,14.1169157
6/3/2022,11:51:52:037,14.14179134
6/3/2022,11:51:52:087,14.29104519
6/3/2022,11:51:52:137,14.6256218
6/3/2022,11:51:52:187,14.52238846
6/3/2022,11:51:52:237,14.53980064
6/3/2022,11:51:52:287,14.63805962
6/3/2022,11:51:52:337,14.78233814
6/3/2022,11:51:52:387,14.85323429
6/3/2022,11:51:52:437,14.67412949
6/3/2022,11:51:52:487,14.66417885
6/3/2022,11:51:52:537,14.50497532
6/3/2022,11:51:52:587,14.70771122
6/3/2022,11:51:52:637,14.69402981
6/3/2022,11:51:52:687,14.80597019
6/3/2022,11:51:52:737,14.69278622
6/3/2022,11:51:52:787,14.55597019
6/3/2022,11:51:52:837,14.47139263
6/3/2022,11:51:52:887,14.16542244
6/3/2022,11:51:52:937,14.48134327
6/3/2022,11:52:52:937,14.52238846
6/3/2022,11:53:52:937,14.6243782
6/3/2022,11:54:52:937,14.78606987
6/3/2022,11:55:52:937,14.43656731
6/3/2022,11:56:52:937,14.45398045
6/3/2022,11:57:52:937,14.57835865
6/3/2022,11:58:52:937,14.3830843
6/3/2022,11:59:52:937,14.49378109
6/3/2022,12:00:52:938,14.42786026
6/3/2022,12:01:52:937,14.56716442
6/3/2022,12:02:52:937,14.485075
6/3/2022,12:03:52:937,14.40174103
6/3/2022,12:04:52:937,14.28855705
6/3/2022,12:05:52:938,14.31716442
6/3/2022,12:06:52:937,14.67039776
6/3/2022,12:07:52:937,14.3196516
6/3/2022,12:08:52:937,14.63059711
6/3/2022,12:09:52:937,14.6256218
6/3/2022,12:10:52:937,14.61815929
6/3/2022,12:11:52:937,14.45522404
6/3/2022,12:12:52:937,14.7027359
6/3/2022,12:13:52:937,14.84204006
6/3/2022,12:14:52:937,14.33955193
6/3/2022,12:15:52:937,14.41915417
6/3/2022,12:16:52:937,14.32338333
6/3/2022,12:17:52:937,14.50995064
6/3/2022,12:18:52:937,14.64303493
6/3/2022,12:19:52:937,14.46144295
6/3/2022,12:20:52:937,14.61069679
6/3/2022,12:21:52:937,14.28980064
6/3/2022,12:22:52:937,14.19278622
6/3/2022,12:23:52:937,14.58582115
6/3/2022,12:24:52:937,14.19776154
6/3/2022,12:25:52:937,14.33830833
6/3/2022,12:26:52:937,14.56716442
6/3/2022,12:26:54:670,144.8656769
6/3/2022,12:26:54:720,969.074646
6/3/2022,12:26:54:770,1379.268677
6/3/2022,12:26:54:820,1440.895508
6/3/2022,12:26:54:870,1335.356934
6/3/2022,12:26:54:920,1065.512451
6/3/2022,12:26:54:970,883.8967896
6/3/2022,12:26:55:020,839.3731079
6/3/2022,12:26:55:070,833.8519897
6/3/2022,12:26:55:120,836.5895386
6/3/2022,12:26:55:170,838.241272
6/3/2022,12:26:55:220,838.8544922
6/3/2022,12:26:55:270,837.741272
6/3/2022,12:26:55:320,835.3059692
6/3/2022,12:26:55:370,831.9216309
6/3/2022,12:26:55:420,826.3756104
6/3/2022,12:26:55:470,817.4763794
6/3/2022,12:26:55:520,803.5273438
6/3/2022,12:26:55:570,784.1467896
6/3/2022,12:26:55:620,754.7512207
6/3/2022,12:26:55:670,713.6591797
6/3/2022,12:26:55:720,647.9477539
6/3/2022,12:26:55:770,536.0447998
6/3/2022,12:26:55:820,384.471405
6/3/2022,12:26:55:870,276.7562256
6/3/2022,12:26:55:920,223.8345795
6/3/2022,12:26:55:970,199.1965179
6/3/2022,12:26:56:020,186
6/3/2022,12:26:56:070,177.8942719
6/3/2022,12:26:56:120,172.6330872
6/3/2022,12:26:56:170,168.1380615
6/3/2022,12:26:56:220,165.3246307
6/3/2022,12:26:56:270,162.4104462
6/3/2022,12:26:56:320,161.0248718
6/3/2022,12:26:56:370,158.8905487
6/3/2022,12:26:56:420,157.9203949
6/3/2022,12:26:56:470,156.4589539
6/3/2022,12:26:56:520,155.9004974
6/3/2022,12:26:56:570,154.9925385
6/3/2022,12:26:56:620,154.5037384
6/3/2022,12:26:56:670,153.9166718
6/3/2022,12:26:56:720,153.7562256
6/3/2022,12:26:56:770,153.1927795
6/3/2022,12:26:56:820,152.7661743
6/3/2022,12:26:56:870,152.5597076
6/3/2022,12:26:56:920,152.4154205
6/3/2022,12:26:56:970,152.7263641
6/3/2022,12:26:57:020,152.4626923
6/3/2022,12:26:57:070,152.6753693
6/3/2022,12:26:57:120,152.4054718
6/3/2022,12:26:57:170,152.2562256
6/3/2022,12:26:57:220,152.2835846
6/3/2022,12:26:57:270,152.3743744
6/3/2022,12:26:57:320,152.5348206
6/3/2022,12:26:57:370,152.3619385
6/3/2022,12:26:57:420,152.1815948
6/3/2022,12:26:57:470,151.9788513
6/3/2022,12:26:57:520,151.9813385
6/3/2022,12:26:57:570,152.092041
6/3/2022,12:26:57:620,152.0858154
6/3/2022,12:26:57:670,152.1616974
6/3/2022,12:27:57:670,161.9539795
6/3/2022,12:28:57:670,154.5995026
6/3/2022,12:29:57:670,153.1231384
6/3/2022,12:30:57:670,152.815918
6/3/2022,12:31:57:670,152.7388
6/3/2022,12:32:57:670,153.7412872
6/3/2022,12:33:57:670,153.6044769
6/3/2022,12:34:57:670,154.3134308
6/3/2022,12:35:57:670,149.8022461
6/3/2022,12:36:57:670,149.1057281
6/3/2022,12:37:57:670,148.934082
6/3/2022,12:38:57:670,148.6791077
6/3/2022,12:39:57:670,148.3184052
6/3/2022,12:40:57:670,147.2562256
6/3/2022,12:41:57:670,142.9763641
6/3/2022,12:42:57:670,140.565918
6/3/2022,12:43:57:670,138.2251282
6/3/2022,12:44:57:670,137.1517487
6/3/2022,12:45:57:670,136.1915436
6/3/2022,12:46:57:670,135.4203949
6/3/2022,12:47:57:670,134.7985077
6/3/2022,12:48:57:670,134.2947693
6/3/2022,12:49:57:670,133.8495026
6/3/2022,12:50:57:670,133.8134308
6/3/2022,12:51:57:670,132.6716461
6/3/2022,12:52:57:670,132.2624359
6/3/2022,12:53:57:670,132.8631897
6/3/2022,12:54:57:670,132.3830872
6/3/2022,12:55:57:670,132.1392975
6/3/2022,12:56:57:670,131.7375641
6/3/2022,12:57:57:670,131.3631897
6/3/2022,12:58:57:670,131.1952667
6/3/2022,12:59:57:670,130.4788513
6/3/2022,13:00:57:670,130.1778564
6/3/2022,13:01:57:670,129.4378052
6/3/2022,13:02:57:670,129.0460205
6/3/2022,13:03:57:670,128.3980103
6/3/2022,13:04:57:670,128.407959
6/3/2022,13:05:57:670,128.5845795
6/3/2022,13:06:57:670,128.2562256
6/3/2022,13:07:57:670,127.6106949
6/3/2022,13:08:57:670,127.1057205
6/3/2022,13:09:57:670,126.4353256
6/3/2022,13:10:57:670,126.1691513
6/3/2022,13:11:57:670,126.2786102
6/3/2022,13:12:57:670,126.0907974
6/3/2022,13:13:45:534,25.04602051
6/3/2022,13:13:45:584,16.50746346
6/3/2022,13:13:45:634,15.04104519
6/3/2022,13:13:45:684,14.86318398
6/3/2022,13:13:45:734,14.94278622
6/3/2022,13:13:45:784,14.83084583
6/3/2022,13:13:45:834,14.77114391
6/3/2022,13:13:45:884,14.62189102
6/3/2022,13:13:45:934,14.63805962
6/3/2022,13:13:45:984,14.64676571
6/3/2022,13:13:46:034,14.75124359
6/3/2022,13:13:46:084,14.74004936
6/3/2022,13:13:46:134,14.6405468
6/3/2022,13:13:46:184,14.6256218
6/3/2022,13:13:46:234,14.70398045
6/3/2022,13:13:46:285,14.83706474
6/3/2022,13:13:46:334,14.99004936
6/3/2022,13:13:46:384,14.93532372
6/3/2022,13:13:46:434,14.95771122
6/3/2022,13:13:46:484,14.84577084
6/3/2022,13:13:46:534,15.02487564
6/3/2022,13:13:46:584,14.90298462
6/3/2022,13:13:46:634,14.98756218
6/3/2022,13:13:46:684,14.95398045
6/3/2022,13:13:46:734,14.83084583
6/3/2022,13:13:46:784,14.73258686
6/3/2022,13:13:46:834,14.65795994
6/3/2022,13:13:46:884,14.84701538
6/3/2022,13:13:46:934,14.71517372
6/3/2022,13:13:46:984,14.73383045
6/3/2022,13:13:47:034,14.62189102
6/3/2022,13:13:47:084,14.69029808
6/3/2022,13:13:47:134,14.84577084
6/3/2022,13:13:47:184,14.88930321
6/3/2022,13:13:47:234,15.0472641
6/3/2022,13:13:47:284,14.90049744
6/3/2022,13:13:47:334,14.98631859
6/3/2022,13:13:47:384,14.77736282
6/3/2022,13:13:47:434,14.94278622
6/3/2022,13:13:47:484,14.89801025
6/3/2022,13:13:47:534,15.00124359
6/3/2022,13:13:47:585,14.93159199
6/3/2022,13:13:47:634,14.75870609
6/3/2022,13:13:47:684,14.6169157
6/3/2022,13:13:47:734,14.6791048
6/3/2022,13:13:47:784,14.75124359
6/3/2022,13:13:47:834,14.8743782
6/3/2022,13:13:47:884,14.83955193
6/3/2022,13:13:47:934,14.8756218
6/3/2022,13:13:47:984,14.73383045
6/3/2022,13:13:48:034,14.83955193
6/3/2022,13:13:48:084,14.90049744
6/3/2022,13:13:48:134,15.0472641
6/3/2022,13:13:48:184,15.05348301
6/3/2022,13:13:48:234,15.00621891
6/3/2022,13:13:48:284,14.91791058
6/3/2022,13:13:48:334,14.84328365
6/3/2022,13:13:48:384,14.86069679
6/3/2022,13:13:48:434,14.90795994
6/3/2022,13:13:48:484,14.91915417
6/3/2022,13:13:48:534,14.89303493
6/3/2022,13:14:48:534,14.65920353
6/3/2022,13:15:48:534,14.72512436
6/3/2022,13:16:48:534,14.61442757
6/3/2022,13:17:48:534,14.86194038
6/3/2022,13:18:48:534,14.71019936
6/3/2022,13:19:48:534,14.61940289
6/3/2022,13:20:48:534,14.51990032
6/3/2022,13:21:48:535,14.65795994
6/3/2022,13:22:48:534,14.66791058
6/3/2022,13:23:48:534,14.8756218
6/3/2022,13:24:48:534,14.94154263
6/3/2022,13:25:48:534,14.79228878
6/3/2022,13:26:48:534,14.68283558
6/3/2022,13:27:48:534,14.85323429
6/3/2022,13:28:48:534,14.97885609
6/3/2022,13:29:48:534,14.77363205
6/3/2022,13:30:48:534,14.81094551
6/3/2022,13:31:48:534,14.83706474
6/3/2022,13:32:48:534,14.64676571
6/3/2022,13:33:48:534,14.71517372
6/3/2022,13:34:48:534,14.72512436
6/3/2022,13:35:48:534,14.52985096
6/3/2022,13:36:48:534,14.75373173
6/3/2022,13:37:48:534,14.97636795
6/3/2022,13:38:48:534,15.04104519
6/3/2022,13:39:48:534,14.90795994
6/3/2022,13:40:48:534,14.57587051
6/3/2022,13:41:48:534,14.62810898
6/3/2022,13:42:48:534,14.85447788
6/3/2022,13:43:48:534,14.70398045
6/3/2022,13:44:48:534,14.70522404
6/3/2022,13:45:48:534,14.59204006
6/3/2022,13:46:48:534,14.59950256
6/3/2022,13:47:48:534,14.46766186
6/3/2022,13:48:18:217,184.5149231
6/3/2022,13:48:18:267,1032.03479
6/3/2022,13:48:18:317,1422.12561
6/3/2022,13:48:18:367,1469.031128
6/3/2022,13:48:18:417,1330.669189
6/3/2022,13:48:18:467,1042.932861
6/3/2022,13:48:18:517,887.7425537
6/3/2022,13:48:18:567,856.1442871
6/3/2022,13:48:18:617,852.0198975
6/3/2022,13:48:18:667,854.3619385
6/3/2022,13:48:18:717,853.9564819
6/3/2022,13:48:18:767,854.0025024
6/3/2022,13:48:18:817,852.416687
6/3/2022,13:48:18:867,850.6542358
6/3/2022,13:48:18:917,846.0895386
6/3/2022,13:48:18:967,838.232605
6/3/2022,13:48:19:017,825.9191284
6/3/2022,13:48:19:067,808.4054565
6/3/2022,13:48:19:117,785.2686768
6/3/2022,13:48:19:167,750.065918
6/3/2022,13:48:19:217,696.407959
6/3/2022,13:48:19:267,601.3308716
6/3/2022,13:48:19:317,450.3432922
6/3/2022,13:48:19:367,313.3271179
6/3/2022,13:48:19:417,240.961441
6/3/2022,13:48:19:467,207.5
6/3/2022,13:48:19:517,191.2823334
6/3/2022,13:48:19:567,181.2512512
6/3/2022,13:48:19:617,175.0771179
6/3/2022,13:48:19:667,170.2910461
6/3/2022,13:48:19:717,166.9626923
6/3/2022,13:48:19:767,164.6405487
6/3/2022,13:48:19:817,162.064682
6/3/2022,13:48:19:867,160.7587128
6/3/2022,13:48:19:917,158.9042358
6/3/2022,13:48:19:967,158.4378052
6/3/2022,13:48:20:017,157.2412872
6/3/2022,13:48:20:067,156.9589539
6/3/2022,13:48:20:117,156.0572205
6/3/2022,13:48:20:167,155.8084564
6/3/2022,13:48:20:217,155.0945282
6/3/2022,13:48:20:267,154.8445282
6/3/2022,13:48:20:317,154.6666718
6/3/2022,13:48:20:367,154.5957642
6/3/2022,13:48:20:417,154.4278564
6/3/2022,13:48:20:467,154.2412872
6/3/2022,13:48:20:517,154.1306
6/3/2022,13:48:20:567,154.1604462
6/3/2022,13:48:20:617,153.9179077
6/3/2022,13:48:20:667,153.9440308
6/3/2022,13:48:20:717,153.8283539
6/3/2022,13:48:20:767,154.0485077
6/3/2022,13:48:20:817,153.9987488
6/3/2022,13:48:20:867,154.1815948
6/3/2022,13:48:20:917,154.2164154
6/3/2022,13:48:20:967,153.8333282
6/3/2022,13:48:21:018,153.7027435
6/3/2022,13:48:21:067,153.6679077
6/3/2022,13:48:21:117,153.8830872
6/3/2022,13:48:21:168,153.8296051
6/3/2022,13:48:21:217,153.8768616
6/3/2022,13:49:21:217,162.9378052
6/3/2022,13:50:21:217,153.3930359
6/3/2022,13:51:21:217,148.8731384
6/3/2022,13:52:21:217,145.4937744
6/3/2022,13:53:21:217,143.9402924
6/3/2022,13:54:21:217,142.9216461
6/3/2022,13:55:21:217,143.2848206
6/3/2022,13:56:21:217,142.6169128
6/3/2022,13:57:21:217,142.7947693
6/3/2022,13:58:21:217,142.2649231
6/3/2022,13:59:21:217,142.593277
6/3/2022,14:00:21:217,142.5373077
6/3/2022,14:01:21:217,143.2039795
6/3/2022,14:02:21:217,143.4713898
6/3/2022,14:03:21:217,142.4502563
6/3/2022,14:04:21:217,143.9228821
6/3/2022,14:05:21:217,142.8482513
6/3/2022,14:06:21:217,141.7363129
6/3/2022,14:07:21:217,140.5136871
6/3/2022,14:08:21:217,138.3793488
6/3/2022,14:09:21:217,137.0124359
6/3/2022,14:10:21:217,135.8980103
6/3/2022,14:11:21:217,134.461441
6/3/2022,14:12:21:217,133.4539795
6/3/2022,14:13:21:217,133.1480103
6/3/2022,14:14:21:217,132.6194
6/3/2022,14:15:21:217,132.2922821
6/3/2022,14:16:21:217,131.7425385
6/3/2022,14:17:21:217,131.7935333
6/3/2022,14:18:21:217,130.8445282
6/3/2022,14:19:21:217,130.8358154
6/3/2022,14:20:21:217,130.5970154
6/3/2022,14:21:21:217,130.2288513
6/3/2022,14:22:21:217,129.7848206
6/3/2022,14:23:21:217,129.7412872
6/3/2022,14:24:21:217,128.7126923
6/3/2022,14:25:21:217,129.2313385
6/3/2022,14:26:21:217,128.5422821
6/3/2022,14:27:21:217,128.4266205
6/3/2022,14:28:21:217,127.7263718
6/3/2022,14:29:21:217,127.4278641
6/3/2022,14:30:21:217,126.8756256
6/3/2022,14:31:21:217,126.4365692
6/3/2022,14:32:21:217,126.4365692
6/3/2022,14:33:21:217,126.3806
6/3/2022,14:34:21:217,125.8967667
6/3/2022,14:35:21:217,126.4104462
6/3/2022,14:36:21:217,125.6032333
6/3/2022,14:36:41:850,22.16790962
6/3/2022,14:36:41:900,16.53606987
6/3/2022,14:36:41:950,14.77363205
6/3/2022,14:36:42:000,14.74875641
6/3/2022,14:36:42:050,14.57835865
6/3/2022,14:36:42:100,14.61318398
6/3/2022,14:36:42:150,14.6803484
6/3/2022,14:36:42:200,14.64676571
